"REF_DATE","GEO","DGUID","Level of study","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000","Canada","2016A000011124","Doctorate","Number of graduates","Number","223","units","0","v88836310","1.4.1","1400","","","","0"
"2000","Canada","2016A000011124","Doctorate","Average debt owed at graduation","Dollars","81","units","0","v88836311","1.4.2","18900","","","","0"
"2000","Canada","2016A000011124","Doctorate","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836312","1.4.3","27","","","","0"
"2000","Canada","2016A000011124","Doctorate","Average debt owed at time of interview","Dollars","81","units","0","v88836313","1.4.4","11600","","","","0"
"2000","Canada","2016A000011124","Doctorate","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836314","1.4.5","22","","","","0"
"2000","Canada","2016A000011124","Doctorate","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836315","1.4.6","39","","","","0"
"2000","Canada","2016A000011124","Doctorate","Employed at time of interview","Percent","239","units","0","v88836316","1.4.7","91","","","","0"
"2000","Canada","2016A000011124","Doctorate","Without personal income in the year prior to interview","Percent","239","units","0","v88836317","1.4.8","1","E","","","0"
"2000","Canada","2016A000011124","Doctorate","Average personal income in the year prior to interview","Dollars","81","units","0","v88836318","1.4.9","57400","","","","0"
"2000","Canada","2016A000011124","Doctorate","Average age at graduation","Years","308","units","0","v88836319","1.4.10","33","","","","0"
"2000","Canada","2016A000011124","Doctorate","Median age at graduation","Years","308","units","0","v88836320","1.4.11","32","","","","0"
"2000","Canada","2016A000011124","Doctorate","Married or living common law at time of interview","Percent","239","units","0","v88836321","1.4.12","68","","","","0"
"2000","Canada","2016A000011124","Doctorate","With dependent children at time of interview","Percent","239","units","0","v88836322","1.4.13","41","","","","0"
"2000","Canada","2016A000011124","Doctorate","With previous postsecondary education","Percent","239","units","0","v88836323","1.4.14","99","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Number of graduates","Number","223","units","0","v88836324","2.1.1","700","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Average debt owed at graduation","Dollars","81","units","0","v88836325","2.1.2","15200","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836326","2.1.3","17","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Average debt owed at time of interview","Dollars","81","units","0","v88836327","2.1.4","12800","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836328","2.1.5","13","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836329","2.1.6","17","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Employed at time of interview","Percent","239","units","0","v88836330","2.1.7","82","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Without personal income in the year prior to interview","Percent","239","units","0","v88836331","2.1.8","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Average personal income in the year prior to interview","Dollars","81","units","0","v88836332","2.1.9","24200","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Average age at graduation","Years","308","units","0","v88836333","2.1.10","24","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Median age at graduation","Years","308","units","0","v88836334","2.1.11","22","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","Married or living common law at time of interview","Percent","239","units","0","v88836335","2.1.12","28","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","With dependent children at time of interview","Percent","239","units","0","v88836336","2.1.13","19","","","","0"
"2000","Newfoundland and Labrador","2016A000210","College","With previous postsecondary education","Percent","239","units","0","v88836337","2.1.14","38","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Number of graduates","Number","223","units","0","v88836338","2.2.1","800","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Average debt owed at graduation","Dollars","81","units","0","v88836339","2.2.2","28500","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836340","2.2.3","63","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Average debt owed at time of interview","Dollars","81","units","0","v88836341","2.2.4","21800","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836342","2.2.5","50","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836343","2.2.6","24","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Employed at time of interview","Percent","239","units","0","v88836344","2.2.7","87","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Without personal income in the year prior to interview","Percent","239","units","0","v88836345","2.2.8","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836346","2.2.9","32700","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Average age at graduation","Years","308","units","0","v88836347","2.2.10","25","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Median age at graduation","Years","308","units","0","v88836348","2.2.11","24","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","Married or living common law at time of interview","Percent","239","units","0","v88836349","2.2.12","34","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","With dependent children at time of interview","Percent","239","units","0","v88836350","2.2.13","11","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Bachelor's","With previous postsecondary education","Percent","239","units","0","v88836351","2.2.14","46","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Number of graduates","Number","223","units","0","v88836352","2.3.1","100","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Average debt owed at graduation","Dollars","81","units","0","v88836353","2.3.2","20300","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836354","2.3.3","28","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Average debt owed at time of interview","Dollars","81","units","0","v88836355","2.3.4","15000","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836356","2.3.5","27","E","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836357","2.3.6","24","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Employed at time of interview","Percent","239","units","0","v88836358","2.3.7","89","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Without personal income in the year prior to interview","Percent","239","units","0","v88836359","2.3.8","","..","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836360","2.3.9","36600","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Average age at graduation","Years","308","units","0","v88836361","2.3.10","27","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Median age at graduation","Years","308","units","0","v88836362","2.3.11","26","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","Married or living common law at time of interview","Percent","239","units","0","v88836363","2.3.12","36","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","With dependent children at time of interview","Percent","239","units","0","v88836364","2.3.13","10","E","","","0"
"2000","Newfoundland and Labrador","2016A000210","Master's","With previous postsecondary education","Percent","239","units","0","v88836365","2.3.14","96","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Number of graduates","Number","223","units","0","v88836366","2.4.1","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Average debt owed at graduation","Dollars","81","units","0","v88836367","2.4.2","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836368","2.4.3","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Average debt owed at time of interview","Dollars","81","units","0","v88836369","2.4.4","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836370","2.4.5","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836371","2.4.6","30","","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Employed at time of interview","Percent","239","units","0","v88836372","2.4.7","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Without personal income in the year prior to interview","Percent","239","units","0","v88836373","2.4.8","","..","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Average personal income in the year prior to interview","Dollars","81","units","0","v88836374","2.4.9","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Average age at graduation","Years","308","units","0","v88836375","2.4.10","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Median age at graduation","Years","308","units","0","v88836376","2.4.11","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","Married or living common law at time of interview","Percent","239","units","0","v88836377","2.4.12","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","With dependent children at time of interview","Percent","239","units","0","v88836378","2.4.13","","x","","","0"
"2000","Newfoundland and Labrador","2016A000210","Doctorate","With previous postsecondary education","Percent","239","units","0","v88836379","2.4.14","","x","","","0"
"2000","Prince Edward Island","2016A000211","College","Number of graduates","Number","223","units","0","v88836380","3.1.1","400","","","","0"
"2000","Prince Edward Island","2016A000211","College","Average debt owed at graduation","Dollars","81","units","0","v88836381","3.1.2","12700","","","","0"
"2000","Prince Edward Island","2016A000211","College","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836382","3.1.3","9","","","","0"
"2000","Prince Edward Island","2016A000211","College","Average debt owed at time of interview","Dollars","81","units","0","v88836383","3.1.4","10000","","","","0"
"2000","Prince Edward Island","2016A000211","College","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836384","3.1.5","8","E","","","0"
"2000","Prince Edward Island","2016A000211","College","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836385","3.1.6","23","","","","0"
"2000","Prince Edward Island","2016A000211","College","Employed at time of interview","Percent","239","units","0","v88836386","3.1.7","91","","","","0"
"2000","Prince Edward Island","2016A000211","College","Without personal income in the year prior to interview","Percent","239","units","0","v88836387","3.1.8","","..","","","0"
"2000","Prince Edward Island","2016A000211","College","Average personal income in the year prior to interview","Dollars","81","units","0","v88836388","3.1.9","24200","","","","0"
"2000","Prince Edward Island","2016A000211","College","Average age at graduation","Years","308","units","0","v88836389","3.1.10","25","","","","0"
"2000","Prince Edward Island","2016A000211","College","Median age at graduation","Years","308","units","0","v88836390","3.1.11","23","","","","0"
"2000","Prince Edward Island","2016A000211","College","Married or living common law at time of interview","Percent","239","units","0","v88836391","3.1.12","30","","","","0"
"2000","Prince Edward Island","2016A000211","College","With dependent children at time of interview","Percent","239","units","0","v88836392","3.1.13","24","","","","0"
"2000","Prince Edward Island","2016A000211","College","With previous postsecondary education","Percent","239","units","0","v88836393","3.1.14","45","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Number of graduates","Number","223","units","0","v88836394","3.2.1","100","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Average debt owed at graduation","Dollars","81","units","0","v88836395","3.2.2","19800","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836396","3.2.3","33","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Average debt owed at time of interview","Dollars","81","units","0","v88836397","3.2.4","13700","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836398","3.2.5","27","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836399","3.2.6","30","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Employed at time of interview","Percent","239","units","0","v88836400","3.2.7","91","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Without personal income in the year prior to interview","Percent","239","units","0","v88836401","3.2.8","","..","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836402","3.2.9","30100","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Average age at graduation","Years","308","units","0","v88836403","3.2.10","25","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Median age at graduation","Years","308","units","0","v88836404","3.2.11","24","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","Married or living common law at time of interview","Percent","239","units","0","v88836405","3.2.12","48","","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","With dependent children at time of interview","Percent","239","units","0","v88836406","3.2.13","20","E","","","0"
"2000","Prince Edward Island","2016A000211","Bachelor's","With previous postsecondary education","Percent","239","units","0","v88836407","3.2.14","47","","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Number of graduates","Number","223","units","0","v88836408","3.3.1","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Average debt owed at graduation","Dollars","81","units","0","v88836409","3.3.2","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836410","3.3.3","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Average debt owed at time of interview","Dollars","81","units","0","v88836411","3.3.4","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836412","3.3.5","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836413","3.3.6","","F","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Employed at time of interview","Percent","239","units","0","v88836414","3.3.7","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Without personal income in the year prior to interview","Percent","239","units","0","v88836415","3.3.8","","..","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836416","3.3.9","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Average age at graduation","Years","308","units","0","v88836417","3.3.10","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Median age at graduation","Years","308","units","0","v88836418","3.3.11","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","Married or living common law at time of interview","Percent","239","units","0","v88836419","3.3.12","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","With dependent children at time of interview","Percent","239","units","0","v88836420","3.3.13","","x","","","0"
"2000","Prince Edward Island","2016A000211","Master's","With previous postsecondary education","Percent","239","units","0","v88836421","3.3.14","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Number of graduates","Number","223","units","0","v88836422","3.4.1","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Average debt owed at graduation","Dollars","81","units","0","v88836423","3.4.2","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836424","3.4.3","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Average debt owed at time of interview","Dollars","81","units","0","v88836425","3.4.4","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836426","3.4.5","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836427","3.4.6","44","E","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Employed at time of interview","Percent","239","units","0","v88836428","3.4.7","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Without personal income in the year prior to interview","Percent","239","units","0","v88836429","3.4.8","","..","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Average personal income in the year prior to interview","Dollars","81","units","0","v88836430","3.4.9","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Average age at graduation","Years","308","units","0","v88836431","3.4.10","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Median age at graduation","Years","308","units","0","v88836432","3.4.11","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","Married or living common law at time of interview","Percent","239","units","0","v88836433","3.4.12","","x","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","With dependent children at time of interview","Percent","239","units","0","v88836434","3.4.13","","..","","","0"
"2000","Prince Edward Island","2016A000211","Doctorate","With previous postsecondary education","Percent","239","units","0","v88836435","3.4.14","","x","","","0"
"2000","Nova Scotia","2016A000212","College","Number of graduates","Number","223","units","0","v88836436","4.1.1","1300","","","","0"
"2000","Nova Scotia","2016A000212","College","Average debt owed at graduation","Dollars","81","units","0","v88836437","4.1.2","11000","","","","0"
"2000","Nova Scotia","2016A000212","College","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836438","4.1.3","6","E","","","0"
"2000","Nova Scotia","2016A000212","College","Average debt owed at time of interview","Dollars","81","units","0","v88836439","4.1.4","8600","","","","0"
"2000","Nova Scotia","2016A000212","College","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836440","4.1.5","5","E","","","0"
"2000","Nova Scotia","2016A000212","College","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836441","4.1.6","21","","","","0"
"2000","Nova Scotia","2016A000212","College","Employed at time of interview","Percent","239","units","0","v88836442","4.1.7","85","","","","0"
"2000","Nova Scotia","2016A000212","College","Without personal income in the year prior to interview","Percent","239","units","0","v88836443","4.1.8","","..","","","0"
"2000","Nova Scotia","2016A000212","College","Average personal income in the year prior to interview","Dollars","81","units","0","v88836444","4.1.9","21200","","","","0"
"2000","Nova Scotia","2016A000212","College","Average age at graduation","Years","308","units","0","v88836445","4.1.10","26","","","","0"
"2000","Nova Scotia","2016A000212","College","Median age at graduation","Years","308","units","0","v88836446","4.1.11","23","","","","0"
"2000","Nova Scotia","2016A000212","College","Married or living common law at time of interview","Percent","239","units","0","v88836447","4.1.12","31","","","","0"
"2000","Nova Scotia","2016A000212","College","With dependent children at time of interview","Percent","239","units","0","v88836448","4.1.13","30","","","","0"
"2000","Nova Scotia","2016A000212","College","With previous postsecondary education","Percent","239","units","0","v88836449","4.1.14","39","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Number of graduates","Number","223","units","0","v88836450","4.2.1","1700","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Average debt owed at graduation","Dollars","81","units","0","v88836451","4.2.2","24500","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836452","4.2.3","48","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Average debt owed at time of interview","Dollars","81","units","0","v88836453","4.2.4","18200","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836454","4.2.5","35","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836455","4.2.6","25","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Employed at time of interview","Percent","239","units","0","v88836456","4.2.7","91","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Without personal income in the year prior to interview","Percent","239","units","0","v88836457","4.2.8","","x","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836458","4.2.9","34400","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Average age at graduation","Years","308","units","0","v88836459","4.2.10","25","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Median age at graduation","Years","308","units","0","v88836460","4.2.11","24","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","Married or living common law at time of interview","Percent","239","units","0","v88836461","4.2.12","31","","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","With dependent children at time of interview","Percent","239","units","0","v88836462","4.2.13","12","E","","","0"
"2000","Nova Scotia","2016A000212","Bachelor's","With previous postsecondary education","Percent","239","units","0","v88836463","4.2.14","52","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Number of graduates","Number","223","units","0","v88836464","4.3.1","300","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Average debt owed at graduation","Dollars","81","units","0","v88836465","4.3.2","20600","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836466","4.3.3","35","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Average debt owed at time of interview","Dollars","81","units","0","v88836467","4.3.4","13700","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Percentage of graduates with large debt at time of interview ($25,000 and over)","Percent","239","units","0","v88836468","4.3.5","29","E","","","0"
"2000","Nova Scotia","2016A000212","Master's","Percentage of debt paid off at time of interview","Percent","239","units","0","v88836469","4.3.6","34","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Employed at time of interview","Percent","239","units","0","v88836470","4.3.7","93","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Without personal income in the year prior to interview","Percent","239","units","0","v88836471","4.3.8","","x","","","0"
"2000","Nova Scotia","2016A000212","Master's","Average personal income in the year prior to interview","Dollars","81","units","0","v88836472","4.3.9","38300","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Average age at graduation","Years","308","units","0","v88836473","4.3.10","29","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Median age at graduation","Years","308","units","0","v88836474","4.3.11","27","","","","0"
"2000","Nova Scotia","2016A000212","Master's","Married or living common law at time of interview","Percent","239","units","0","v88836475","4.3.12","38","","","","0"
"2000","Nova Scotia","2016A000212","Master's","With dependent children at time of interview","Percent","239","units","0","v88836476","4.3.13","18","","","","0"
"2000","Nova Scotia","2016A000212","Master's","With previous postsecondary education","Percent","239","units","0","v88836477","4.3.14","93","","","","0"
